id,dep_delayed_15min
312,0.028983636
313,0.39416423
314,0.19923446
315,0.1911987
316,0.09264847
317,0.13449216
318,0.25277677
319,0.1264907
320,0.17758568
321,0.06305672
322,0.119808815
323,0.22897857
324,0.20160608
325,0.33281985
326,0.0047428585
327,0.18137719
328,0.029560944
329,0.17870314
330,0.22798878
331,0.3533497
332,0.045716748
333,0.085480876
334,0.54487276
335,0.1820556
336,0.20845348
337,0.087146945
338,0.3279962
339,0.06581073
340,0.09575402
341,0.30581346
342,0.18027823
343,0.20305295
344,0.3159499
345,0.52141064
346,0.06358279
347,0.13047585
348,0.18753847
349,0.18131779
350,0.21229409
351,0.13516708
352,0.32822353
353,0.25141633
354,0.19999845
355,0.37926388
356,0.04163865
357,0.33906838
358,0.13877366
359,0.18839163
360,0.23225978
361,0.023033787
362,0.039023153
363,0.31542856
364,0.030977884
365,0.21171565
366,0.65910935
367,0.16658878
368,0.3474152
369,0.048045747
370,0.20089476
371,0.17257734
372,0.35708585
373,0.16562548
374,0.26518238
375,0.060588017
376,0.33624887
377,0.5538022
378,0.19313951
379,0.27353963
380,0.50850296
381,0.26378623
382,0.24308464
383,0.2177451
384,0.15228684
385,0.30123466
386,0.21846779
387,0.06985964
388,0.07611814
389,0.023132896
390,0.23823863
391,0.055445362
392,0.1833579
393,0.0027119685
394,0.16783927
395,0.32692915
396,0.017423568
397,0.005052948
398,0.009300088
399,0.18073411
400,0.123099074
401,0.06249787
402,0.1212198
403,0.0034555
404,0.06370049
405,0.04776462
406,0.37596822
407,0.1507527
408,0.40456915
409,0.26275602
410,0.17466246
411,0.0052659805
412,0.4295002
413,0.19178474
414,0.56667435
415,0.21321422
416,0.30189076
417,0.24333972
418,0.15174037
419,0.30427742
420,0.19694863
421,0.047720894
422,0.004853542
423,0.04389553
424,0.2884058
425,0.22626436
426,0.16280909
427,0.35190433
428,0.12155486
429,0.045260046
430,0.31629816
431,0.11149471
432,0.014572879
433,0.16632482
434,0.1563186
435,0.0953328
436,0.2737862
437,0.73798704
438,0.20477916
439,0.23633444
440,0.122068815
441,0.20740446
442,0.22953062
443,0.20942113
444,0.15325068
445,0.02662491
446,0.13611762
447,0.10408826
448,0.16082938
449,0.5359236
450,0.39618707
451,0.18617111
452,0.2586256
453,0.004038737
454,0.078653835
455,0.07934809
456,0.39904305
457,0.17045851
458,0.06888916
459,0.22548702
460,0.07926599
461,0.05020686
462,0.07707145
463,0.1724819
464,0.26781973
465,0.17768998
466,0.23181434
467,0.13166358
468,0.0957407
469,0.008401771
470,0.006101901
471,0.24069606
472,0.27666417
473,0.2687698
474,0.2982758
475,0.28849533
476,0.029814066
477,0.17705125
478,0.29098743
479,0.303035
480,0.08175685
481,0.18819107
482,0.16097231
483,0.1649007
484,0.27989173
485,0.11215539
486,0.12050617
487,0.32519358
488,0.09136272
489,0.31352758
490,0.3147119
491,0.5143375
492,0.27346867
493,0.13611244
494,0.2548937
495,0.3322923
496,0.23496516
497,0.07102973
498,0.030741217
499,0.30075482
500,0.32831964
501,0.1565755
502,0.18400368
503,0.2135002
504,0.2484062
505,0.25453737
506,0.1789389
507,0.11485142
508,0.07475693
509,0.23383197
510,0.13191079
511,0.29762137
512,0.4584855
513,0.09328438
514,0.13255057
515,0.22473419
516,0.17317255
517,0.26205006
518,0.16926953
519,0.12568842
520,0.0074542025
521,0.26028782
522,0.14394784
523,0.35141718
524,0.13658054
525,0.2948411
526,0.034442335
527,0.01228122
528,0.32760692
529,0.042344533
530,0.13611294
531,0.58355236
532,0.12760127
533,0.19108099
534,0.24783494
535,0.29345587
536,0.14868645
537,0.13002005
538,0.24358997
539,0.21228474
540,0.1526625
541,0.23963815
542,0.3141431
543,0.46724597
544,0.118487634
545,0.22877023
546,0.029134272
547,0.35174042
548,0.1492777
549,0.4985123
550,0.77432543
551,0.083132446
552,0.19814175
553,0.2831241
554,0.2640315
555,0.17246334
556,0.13399667
557,0.060914587
558,0.29465425
559,0.06748257
560,0.14673647
561,0.119587384
562,0.31181476
563,0.16486123
564,0.090017185
565,0.27620327
566,0.02500814
567,0.3657631
568,0.22271891
569,0.02268057
570,0.16377617
571,0.03744577
572,0.31430185
573,0.27477464
574,0.15977101
575,0.01658917
576,0.0051280353
577,0.08370827
578,0.067411564
579,0.254853
580,0.062043965
581,0.3621141
582,0.080790035
583,0.21426678
584,0.25213814
585,0.20807885
586,0.2677874
587,0.21161628
588,0.3382951
589,0.34068713
590,0.28151307
591,0.13120314
592,0.12958324
593,0.057029508
594,0.10228599
595,0.34057248
596,0.13532054
597,0.24532576
598,0.24329033
599,0.26216435
600,0.022313336
601,0.08185339
602,0.36098695
603,0.1018491
604,0.01513296
605,0.3072082
606,0.07364382
607,0.086567685
608,0.28945437
609,0.28363758
610,0.25100526
611,0.014531631
612,0.23225978
613,0.2189189
614,0.08324364
615,0.28889352
616,0.14964782
617,0.059418265
618,0.25284213
619,0.23844409
620,0.54213035
621,0.4439256
622,0.032334886
623,0.027934834
624,0.0027777439
625,0.1548949
626,0.23570985
627,0.42436105
628,0.42332593
629,0.3158351
630,0.3372161
631,0.16450734
632,0.22566104
633,0.13996522
634,0.18331447
635,0.18597654
636,0.21566957
637,0.07187173
638,0.35009488
639,0.18072194
640,0.1324121
641,0.18837208
642,0.2507537
643,0.30528116
644,0.4384628
645,0.3985991
646,0.4308312
647,0.2526321
648,0.08144848
649,0.0034745354
650,0.15773349
651,0.19485903
652,0.23512621
653,0.22186647
654,0.22604355
655,0.17758386
656,0.15603164
657,0.08605424
658,0.42107975
659,0.06620315
660,0.05649208
661,0.16201402
662,0.21455137
663,0.17786482
664,0.26053655
665,0.24551508
666,0.2756504
667,0.035621542
668,0.12635832
669,0.18657671
670,0.052598856
671,0.25025043
672,0.30890006
673,0.9911793
674,0.009889245
675,0.18563905
676,0.21374802
677,0.4817024
678,0.5674406
679,0.19594237
680,0.08370827
681,0.06666877
682,0.2636209
683,0.012208213
684,0.11073922
685,0.24643575
686,0.13075969
687,0.0638778
688,0.37089613
689,0.22815362
690,0.26882493
691,0.19499463
692,0.08426269
693,0.22138101
694,0.18430102
695,0.22892559
696,0.22444439
697,0.2859776
698,0.26367813
699,0.17156363
700,0.15890406
701,0.10357077
702,0.11197387
703,0.400524
704,0.43978804
705,0.1333309
706,0.2828097
707,0.24172935
708,0.25146413
709,0.29461965
710,0.24669875
711,0.15123087
712,0.19601788
713,0.3910264
714,0.2870546
715,0.2672046
716,0.25972748
717,0.13458127
718,0.28791928
719,0.09861226
720,0.24563615
721,0.21450615
722,0.25651202
723,0.07024481
724,0.22911379
725,0.3216158
726,0.17086968
727,0.16352043
728,0.18761878
729,0.036249038
730,0.15057649
731,0.1821581
732,0.24399124
733,0.2556933
734,0.011616727
735,0.21395265
736,0.005052948
737,0.07677209
738,0.17066048
739,0.21314625
740,0.3742166
741,0.30285606
742,0.26255238
743,0.004359316
744,0.11521182
745,0.07923426
746,0.24360454
747,0.47253022
748,0.24796376
749,0.15210576
750,0.2564149
751,0.2533804
752,0.16207837
753,0.2272995
754,0.2519752
755,0.028436145
756,0.08408746
757,0.053826205
758,0.4094659
759,0.30639043
760,0.09806435
761,0.17971519
762,0.0059620296
763,0.2219667
764,0.34999585
765,0.2715501
766,0.08216021
767,0.27395496
768,0.5855992
769,0.13176675
770,0.17896728
771,0.18977317
772,0.145908
773,0.2326564
774,0.35816348
775,0.15303122
776,0.14055225
777,0.20773913
778,0.17988016
779,0.45187396
780,0.08420768
781,0.24796376
782,0.25256315
783,0.17321189
784,0.15850197
785,0.019633
786,0.4471898
787,0.06772663
788,0.17464389
789,0.040033367
790,0.14642854
791,0.41724262
792,0.10521283
793,0.15791778
794,0.063801125
795,0.8605571
796,0.0062085697
797,0.15223676
798,0.06771838
799,0.032706402
800,0.1227338
801,0.06837945
802,0.17695017
803,0.008028269
804,0.18609582
805,0.27387288
806,0.3515056
807,0.0026969046
808,0.09015143
809,0.14464015
810,0.034034938
811,0.25465128
812,0.17234933
813,0.2461375
814,0.1745275
815,0.1710618
816,0.17874415
817,0.1381395
818,0.20905934
819,0.28931785
820,0.08748908
821,0.255971
822,0.16156311
823,0.17272441
824,0.26103705
825,0.002287848
826,0.12045936
827,0.21767844
828,0.07131923
829,0.008314791
830,0.21798901
831,0.24108316
832,0.32897043
833,0.22144821
834,0.13372923
835,0.03057366
836,0.25574067
837,0.19662134
838,0.15626208
839,0.59572774
840,0.230092
841,0.089245535
842,0.2352106
843,0.29300815
844,0.33337462
845,0.029459259
846,0.24748205
847,0.22557177
848,0.050765235
849,0.12946884
850,0.17358992
851,0.07451614
852,0.11770008
853,0.27623123
854,0.06648904
855,0.009090328
856,0.22832072
857,0.27004933
858,0.4202156
859,0.2675722
860,0.2909488
861,0.23637229
862,0.11625012
863,0.34074768
864,0.06767561
865,0.16785935
866,0.081352785
867,0.13659053
868,0.3678419
869,0.0554259
870,0.26312616
871,0.117917955
872,0.0055843825
873,0.07301018
874,0.50989014
875,0.11430896
876,0.041891776
877,0.2884417
878,0.21112615
879,0.1713228
880,0.3016341
881,0.030950151
882,0.119040556
883,0.12884904
884,0.18294343
885,0.24780384
886,0.5067191
887,0.038413096
888,0.8150863
889,0.061408635
890,0.21936764
891,0.10552171
892,0.11597927
893,0.1235765
894,0.14616275
895,0.15251626
896,0.03806774
897,0.23222433
898,0.15133849
899,0.808467
900,0.18631299
901,0.13479179
902,0.16969225
903,0.15339033
904,0.14526834
905,0.17426755
906,0.27889457
907,0.17870314
908,0.118605494
909,0.088289574
910,0.025835807
911,0.15508668
912,0.007733833
913,0.2893469
914,0.075300105
915,0.20253876
916,0.8308468
917,0.06129285
918,0.3858887
919,0.06017813
920,0.043960083
921,0.40227062
922,0.19564128
923,0.4122573
924,0.29109663
925,0.3692379
926,0.05989516
927,0.194574
928,0.19857013
929,0.5672399
930,0.060305286
931,0.22761889
932,0.0943328
933,0.06776842
934,0.4050067
935,0.011700109
936,0.26044768
937,0.10678222
938,0.0133217005
939,0.23268922
940,0.22908607
941,0.10930037
942,0.27546793
943,0.684981
944,0.104572214
945,0.056092698
946,0.20381017
947,0.09153608
948,0.31287485
949,0.1362395
950,0.12846535
951,0.21980597
952,0.25946343
953,0.08231918
954,0.124445125
955,0.2765003
956,0.29910403
957,0.20655577
958,0.7133821
959,0.1371045
960,0.28899035
961,0.19031581
962,0.14641023
963,0.11570726
964,0.19505765
965,0.523216
966,0.26093507
967,0.23819986
968,0.49586946
969,0.21281049
970,0.22988851
971,0.34805727
972,0.086303696
973,0.2039806
974,0.26018745
975,0.016232543
976,0.13101323
977,0.14982241
978,0.17225514
979,0.0064294003
980,0.24873161
981,0.03277181
982,0.2797418
983,0.11929179
984,0.16321224
985,0.38509446
986,0.055914745
987,0.17203164
988,0.18399847
989,0.1334319
990,0.17050906
991,0.086024076
992,0.16387638
993,0.040100638
994,0.33806494
995,0.2503736
996,0.075750366
997,0.10728405
998,0.20105739
999,0.08547045
1000,0.34433863
1001,0.30370602
1002,0.37822062
1003,0.18956292
1004,0.056394015
1005,0.24791726
1006,0.4444602
1007,0.2168836
1008,0.20054652
1009,0.3719146
1010,0.20564088
1011,0.13114004
1012,0.22846186
1013,0.026302308
1014,0.11953716
1015,0.21009913
1016,0.12488245
1017,0.3009678
1018,0.093314774
1019,0.21590696
1020,0.44729424
1021,0.055445362
1022,0.09323158
1023,0.22026846
1024,0.13755225
1025,0.070739135
1026,0.2516988
1027,0.13356984
1028,0.007826431
1029,0.20894738
1030,0.3002993
1031,0.13492306
1032,0.108073644
1033,0.17851132
1034,0.01918562
1035,0.16650641
1036,0.03554859
1037,0.049118172
1038,0.19709006
1039,0.27907807
1040,0.20444103
1041,0.029066814
1042,0.19136016
1043,0.24758796
1044,0.14894025
1045,0.1376351
1046,0.12317804
1047,0.13602336
1048,0.002287848
1049,0.17724034
1050,0.20317389
1051,0.08989247
1052,0.19274533
1053,0.27448088
1054,0.2127569
1055,0.26508433
1056,0.10731106
1057,0.3608049
1058,0.10845696
1059,0.075293116
1060,0.23792912
1061,0.004079004
1062,0.0056653614
1063,0.3343051
1064,0.19087757
1065,0.40560958
1066,0.02027057
1067,0.12830889
1068,0.20247449
1069,0.19625533
1070,0.31820807
1071,0.007467182
1072,0.17708349
1073,0.10957611
1074,0.19507962
1075,0.25269789
1076,0.24588947
1077,0.35662425
1078,0.1345144
1079,0.026639681
1080,0.08426376
1081,0.2638253
1082,0.14453156
1083,0.26269352
1084,0.09417166
1085,0.056074128
1086,0.034398697
1087,0.014531631
1088,0.1720226
1089,0.13445546
1090,0.1805762
1091,0.26901212
1092,0.27856824
1093,0.19006516
1094,0.15856609
1095,0.15526225
1096,0.06685292
1097,0.24855836
1098,0.24694514
1099,0.16870183
1100,0.3121288
1101,0.27846926
1102,0.012774802
1103,0.12424216
1104,0.25448722
1105,0.17716429
1106,0.23942748
1107,0.28857714
1108,0.23409775
1109,0.17604914
1110,0.24710812
1111,0.25380772
1112,0.21148105
1113,0.22361363
1114,0.4231755
1115,0.08435874
1116,0.22525975
1117,0.21764411
1118,0.17024098
1119,0.15611024
1120,0.3322923
1121,0.2725297
1122,0.05591726
1123,0.2547588
1124,0.16613674
1125,0.06511851
1126,0.26940432
1127,0.24768162
1128,0.28466573
1129,0.34904012
1130,0.1766863
1131,0.19579943
1132,0.3071218
1133,0.17374098
1134,0.28096232
1135,0.14213257
1136,0.05730779
1137,0.13276279
1138,0.08391866
1139,0.10880833
1140,0.11482004
1141,0.23744944
1142,0.0045732697
1143,0.25231802
1144,0.52141064
1145,0.17029236
1146,0.1120524
1147,0.11088648
1148,0.13261622
1149,0.075128116
1150,0.10237697
1151,0.17809035
1152,0.28771532
1153,0.1569955
1154,0.29143476
1155,0.12687734
1156,0.020348387
1157,0.15949914
1158,0.11121418
1159,0.0059732785
1160,0.66358984
1161,0.11982921
1162,0.20299764
1163,0.3580817
1164,0.24395978
1165,0.17369269
1166,0.09061308
1167,0.19757663
1168,0.051900603
1169,0.2456838
1170,0.14583209
1171,0.3174995
1172,0.5457742
1173,0.26697046
1174,0.35367948
1175,0.484245
1176,0.076813124
1177,0.052534487
1178,0.3163471
1179,0.19972603
1180,0.2281176
1181,0.12258604
1182,0.28044313
1183,0.1626014
1184,0.25269789
1185,0.09892627
1186,0.267757
1187,0.10703796
1188,0.16524632
1189,0.36383092
1190,0.1383142
1191,0.025374949
1192,0.09553185
1193,0.2668489
1194,0.19329283
1195,0.35958853
1196,0.08662998
1197,0.23513702
1198,0.23193412
1199,0.46552402
1200,0.40960112
1201,0.27214104
1202,0.23894686
1203,0.17375559
1204,0.27375162
1205,0.21173935
1206,0.31030068
1207,0.13681933
1208,0.097961366
1209,0.15675212
1210,0.20372921
1211,0.043165576
1212,0.061816048
1213,0.37742278
1214,0.16967365
1215,0.10796
1216,0.25089145
1217,0.12335886
1218,0.07054478
1219,0.19814433
1220,0.41871056
1221,0.23504981
1222,0.22607683
1223,0.2446032
1224,0.006336261
1225,0.30987847
1226,0.19086498
1227,0.04032255
1228,0.09193005
1229,0.30544752
1230,0.20696513
1231,0.06469152
1232,0.27099797
1233,0.0030852626
1234,0.21519718
1235,0.11649325
1236,0.015152111
1237,0.24618025
1238,0.42025527
1239,0.0728234
1240,0.13001591
1241,0.07034628
1242,0.04901098
1243,0.0030497657
1244,0.28288898
1245,0.22275889
1246,0.21692452
1247,0.0027777439
1248,0.121042244
1249,0.48105448
1250,0.26326165
1251,0.17715448
1252,0.185875
1253,0.16584653
1254,0.15927729
1255,0.0057319254
1256,0.07183211
1257,0.12082043
1258,0.3507998
1259,0.04386605
1260,0.26172444
1261,0.077793166
1262,0.1983337
1263,0.2290749
1264,0.23277336
1265,0.30636904
1266,0.04745296
1267,0.29542834
1268,0.064650334
1269,0.25256315
1270,0.3606761
1271,0.145908
1272,0.2824516
1273,0.37309664
1274,0.26482671
1275,0.2837586
1276,0.086269505
1277,0.13913393
1278,0.09186594
1279,0.24660282
1280,0.025372438
1281,0.20603783
1282,0.08603016
1283,0.26264995
1284,0.10634438
1285,0.99252325
1286,0.2557156
1287,0.09817729
1288,0.079323694
1289,0.19960725
1290,0.1905412
1291,0.33447042
1292,0.13049705
1293,0.010058848
1294,0.10261234
1295,0.16694991
1296,0.13853917
1297,0.0549426
1298,0.26056728
1299,0.12999839
1300,0.37309664
1301,0.32092318
1302,0.032805454
1303,0.25663188
1304,0.14025852
1305,0.24364306
1306,0.07731396
1307,0.17576088
1308,0.24735315
1309,0.16133402
1310,0.13224189
1311,0.32312363
1312,0.27856642
1313,0.18715964
1314,0.19127934
1315,0.24756286
1316,0.24214539
1317,0.13471478
1318,0.102265015
1319,0.12256628
1320,0.13445546
1321,0.17174762
1322,0.093576536
1323,0.18783678
1324,0.03991744
1325,0.090398416
1326,0.27313265
1327,0.28405073
1328,0.13926812
1329,0.01491416
1330,0.056414258
1331,0.15426777
1332,0.28020245
1333,0.048490997
1334,0.11415246
1335,0.1759152
1336,0.22694306
1337,0.3023288
1338,0.15170112
1339,0.16389285
1340,0.13863854
1341,0.13549812
1342,0.06761962
1343,0.011877026
1344,0.043471288
1345,0.23963217
1346,0.03887008
1347,0.08980355
1348,0.1339451
1349,0.05423987
1350,0.23524576
1351,0.09226513
1352,0.09515171
1353,0.0122247785
1354,0.18527743
1355,0.13863854
1356,0.086395144
1357,0.118712
1358,0.20867178
1359,0.16100025
1360,0.14235006
1361,0.3158351
1362,0.3556495
1363,0.18388394
1364,0.07719431
1365,0.20490746
1366,0.29444152
1367,0.10065157
1368,0.023328971
1369,0.26902646
1370,0.37422493
1371,0.2640224
1372,0.014945401
1373,0.2502992
1374,0.24446209
1375,0.23006053
1376,0.03835235
1377,0.26378623
1378,0.06761962
1379,0.006003954
1380,0.09396712
1381,0.23159206
1382,0.22086872
1383,0.20702274
1384,0.27394852
1385,0.11455753
1386,0.32695094
1387,0.11564156
1388,0.17601572
1389,0.189836
1390,0.2389242
1391,0.08926116
1392,0.033846773
1393,0.19577032
1394,0.43857384
1395,0.17944574
1396,0.17335653
1397,0.03200959
1398,0.026250297
1399,0.23613694
1400,0.012774802
1401,0.49148464
1402,0.18041272
1403,0.07059745
1404,0.006103035
1405,0.24790713
1406,0.19714494
1407,0.02578163
1408,0.0045091272
1409,0.12481791
1410,0.09982689
1411,0.24554707
1412,0.3123397
1413,0.16944273
1414,0.14673091
1415,0.6986346
1416,0.5856033
1417,0.34997427
1418,0.1312604
1419,0.077786006
1420,0.26538718
1421,0.41681695
1422,0.3864898
1423,0.31637853
1424,0.13124621
1425,0.17400582
1426,0.06398765
1427,0.21121123
1428,0.050758284
1429,0.22178175
1430,0.13853917
1431,0.13953881
1432,0.27052778
1433,0.30330503
1434,0.12944217
1435,0.4589864
1436,0.08913111
1437,0.08380724
1438,0.11983512
1439,0.13946573
1440,0.14907566
1441,0.1649695
1442,0.17869559
1443,0.025712525
1444,0.07528256
1445,0.32798782
1446,0.1252433
1447,0.09888732
1448,0.3081287
1449,0.40342212
1450,0.09695381
1451,0.2890271
1452,0.25342736
1453,0.17638928
1454,0.13337387
1455,0.17886256
1456,0.5987201
1457,0.21399726
1458,0.040082064
1459,0.24925001
1460,0.18948492
1461,0.06998131
1462,0.3154845
1463,0.27097103
1464,0.15175106
1465,0.10537553
1466,0.065940425
1467,0.09284368
1468,0.25737467
1469,0.20673065
1470,0.2261447
1471,0.066441245
1472,0.06984584
1473,0.04386605
1474,0.06027718
1475,0.29906616
1476,0.23645169
1477,0.11783949
1478,0.11331996
1479,0.09868415
1480,0.2594532
1481,0.20711558
1482,0.06733658
1483,0.20579909
1484,0.88804847
1485,0.25343975
1486,0.022217795
1487,0.12567429
1488,0.14644164
1489,0.19285291
1490,0.19204141
1491,0.110843375
1492,0.10889944
1493,0.3280467
1494,0.41013178
1495,0.26362425
1496,0.22989745
1497,0.28548458
1498,0.12880546
1499,0.16311236
1500,0.29960486
1501,0.22331302
1502,0.25004062
1503,0.24321054
1504,0.16600697
1505,0.1875866
1506,0.3995614
1507,0.1005774
1508,0.013649605
1509,0.03169782
1510,0.10680083
1511,0.024409898
1512,0.21339902
1513,0.34974724
1514,0.059116755
1515,0.32844266
1516,0.30319992
1517,0.034771744
1518,0.14081044
1519,0.27462986
1520,0.0775197
1521,0.24141824
1522,0.026555238
1523,0.09794807
1524,0.04128954
1525,0.36476585
1526,0.10396715
1527,0.1521168
1528,0.1608749
1529,0.3323725
1530,0.28101856
1531,0.035820816
1532,0.12395011
1533,0.58140934
1534,0.11858994
1535,0.11430332
1536,0.09543779
1537,0.2672553
1538,0.0176306
1539,0.34991047
1540,0.29796836
1541,0.051573392
1542,0.10552014
1543,0.030105779
1544,0.003663035
1545,0.24329033
1546,0.1040906
1547,0.23447892
1548,0.29387084
1549,0.16150069
1550,0.12458537
1551,0.14841059
1552,0.32363373
1553,0.12249994
1554,0.08176535
1555,0.20476992
1556,0.20044422
1557,0.30711618
1558,0.55830055
1559,0.20687494
1560,0.43619552
1561,0.28117704
1562,0.12983298
1563,0.11332027
1564,0.37026504
1565,0.50479144
1566,0.19659942
1567,0.1351228
1568,0.12590113
1569,0.31141856
1570,0.17043595
1571,0.1680391
1572,0.2749322
1573,0.29423708
1574,0.36721334
1575,0.13788745
1576,0.105017394
1577,0.23179461
1578,0.24563615
1579,0.15967642
1580,0.26583508
1581,0.2165758
1582,0.2618951
1583,0.08260687
1584,0.21679114
1585,0.9676588
1586,0.01084479
1587,0.30530086
1588,0.12174858
1589,0.18803589
1590,0.27141774
1591,0.2557325
1592,0.2669323
1593,0.14598371
1594,0.4118546
1595,0.67367804
1596,0.16006383
1597,0.08610086
1598,0.15320933
1599,0.03306732
1600,0.0030381198
1601,0.27669847
1602,0.38724256
1603,0.4534507
1604,0.29313722
1605,0.17363654
1606,0.28757665
1607,0.027402714
1608,0.08081356
1609,0.2932524
1610,0.2501376
1611,0.05768349
1612,0.2967621
1613,0.19268346
1614,0.13588154
1615,0.25428903
1616,0.009581505
1617,0.108011924
1618,0.013206767
1619,0.14762479
1620,0.08308809
1621,0.28582138
1622,0.45189002
1623,0.061983082
1624,0.35736722
1625,0.30157784
1626,0.49856722
1627,0.11765111
1628,0.34314507
1629,0.0029138168
1630,0.10758544
1631,0.28757197
1632,0.10722419
1633,0.123812824
1634,0.28116867
1635,0.17747852
1636,0.27909407
1637,0.21066758
1638,0.16738413
1639,0.21091247
1640,0.12594612
1641,0.17557023
1642,0.35890648
1643,0.25565103
1644,0.24293
1645,0.22825876
1646,0.030334488
1647,0.282948
1648,0.094137534
1649,0.101252355
1650,0.20064293
1651,0.2858992
1652,0.25461912
1653,0.20274574
1654,0.28164077
1655,0.02524177
1656,0.0034091983
1657,0.09536236
1658,0.12753248
1659,0.35018137
1660,0.130813
1661,0.27300423
1662,0.24064493
